YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
201901,132972,795583,1,3.34,"WNW","CAPE CANAVERAL",28.4,-80.65,2824000,8039000
201901,132972,795584,1,2.8,"WNW","MELBOURNE",28.1,-80.64,286000,8038400
201901,132972,795585,1,3.92,"ESE","MICCO",27.86,-80.44,2751600,8026400
201901,132991,795652,1,6.7,"ENE","BRISTOL HARBOR",41.7036,-71.1718,4142216,7110308
201901,132991,795654,1,3.54,"NNE","WARWICK LIGHT",41.7177,-71.355,4143062,7121300
201901,133007,795730,1,2.24,"WNW","HUDSONVILLE",38.5388,-87.1099,3832328,876594
201901,133007,795730,2,2.21,"WNW","HUDSONVILLE",38.5388,-87.1093,3832328,876558
201901,133007,795730,3,2.18,"WNW","HUDSONVILLE",38.5382,-87.1089,3832292,876534
201901,133007,795730,4,2.24,"WNW","HUDSONVILLE",38.5382,-87.1101,3832292,876606
201901,133012,795750,1,1.51,"NNW","ORMOND BEACH",29.37,-81.08,2922200,814800
201901,133012,795751,1,3.02,"SSW","PONCE INLET",29.06,-80.95,293600,8057000
201901,133012,795752,1,5.82,"NNW","PLAYALINDA BEACH",28.63,-80.81,2837800,8048600
201901,133012,795753,1,11.61,"E","PLAYALINDA BEACH",28.57,-80.59,2834200,8035400
201901,133012,795754,1,3.34,"WSW","CAPE CANAVERAL",28.36,-80.65,2821600,8039000
201901,133012,795755,1,.69,"N","VALKARIA",27.98,-80.55,2758800,8033000
201901,133012,795756,1,12.01,"E","VERO BEACH",27.656,-80.376,2739360,8022560
201901,133012,795757,1,0,"N","BUOY 41009",28.52,-80.17,2831200,8010200
201901,133012,795758,1,2.3,"SE","STUART",27.18,-80.22,2710800,8013200
201901,133012,795759,1,6.66,"NNE","TEQUESTA",27.0449,-80.0387,272694,802322
201901,133012,795917,1,6.48,"NNE","PLAYALINDA BEACH",28.64,-80.75,2838400,8045000
201901,133020,795945,1,.69,"WNW","CHEMEKETA PARK",37.173,-121.992,3710380,12159520
201901,133020,795945,2,.71,"WNW","CHEMEKETA PARK",37.1728,-121.9924,3710368,12159544
201901,133020,795945,3,.7,"WNW","CHEMEKETA PARK",37.1727,-121.9923,3710362,12159538
201901,133020,795945,4,.69,"WNW","CHEMEKETA PARK",37.1728,-121.992,3710368,12159520
201901,133020,795946,1,8.58,"SSE","BUTANO PARK",37.11,-122.29,376600,12217400
201901,133020,795947,1,1.77,"SW","SANTA CRUZ",36.96,-122.04,3657600,1222400
201901,133020,796049,1,2.63,"S","CHIANTI",38.7123,-122.9762,3842738,12258572
201901,133020,796049,2,2.63,"S","CHIANTI",38.7123,-122.9764,3842738,12258584
201901,133020,796049,3,2.63,"S","CHIANTI",38.7122,-122.9764,3842732,12258584
201901,133020,796049,4,2.64,"S","CHIANTI",38.7122,-122.9763,3842732,12258578
201901,133020,796050,1,2.15,"NNE","SUNNYVALE",37.3976,-122.0119,3723856,122714
201901,133020,796050,2,2.14,"NNE","SUNNYVALE",37.3974,-122.012,3723844,122720
201901,133020,796050,3,2.14,"NNE","SUNNYVALE",37.3975,-122.0122,3723850,122732
201901,133020,796050,4,2.15,"NNE","SUNNYVALE",37.3976,-122.0121,3723856,122726
201901,133020,796051,1,.92,"NNE","BAUMBERG",37.6428,-122.0953,3738568,1225718
201901,133020,796051,2,.92,"NNE","BAUMBERG",37.6427,-122.095,3738562,1225700
201901,133020,796051,3,.9,"NNE","BAUMBERG",37.6425,-122.0951,3738550,1225706
201901,133020,796051,4,.91,"NNE","BAUMBERG",37.6426,-122.0953,3738556,1225718
201901,133020,796052,1,1.37,"S","WILFRED",38.3502,-122.7213,3821012,12243278
201901,133020,796052,2,1.38,"S","WILFRED",38.3501,-122.7212,3821006,12243272
201901,133020,796052,3,1.38,"S","WILFRED",38.35,-122.7213,3821000,12243278
201901,133020,796052,4,1.38,"S","WILFRED",38.3501,-122.7213,3821006,12243278
201901,133020,796053,1,2.46,"NE","YOUNTVILLE",38.4277,-122.3414,3825662,12220484
201901,133020,796053,2,2.48,"NE","YOUNTVILLE",38.4277,-122.3409,3825662,12220454
201901,133020,796053,3,2.47,"NE","YOUNTVILLE",38.4275,-122.3409,3825650,12220454
201901,133020,796053,4,2.45,"NE","YOUNTVILLE",38.4275,-122.3413,3825650,12220478
201901,133020,796054,1,4.25,"SE","JIMTOWN",38.62,-122.774,3837200,12246440
201901,133020,796054,2,4.23,"SE","JIMTOWN",38.6201,-122.7744,3837206,12246464
201901,133020,796054,3,4.24,"SE","JIMTOWN",38.62,-122.7743,3837200,12246458
201901,133020,796054,4,4.25,"SE","JIMTOWN",38.62,-122.7741,3837200,12246446
201901,133020,796055,1,4.72,"S","SCHELLVILLE ARPT",38.1517,-122.4486,389102,12226916
201901,133020,796055,2,4.72,"S","SCHELLVILLE ARPT",38.1517,-122.4492,389102,12226952
201901,133020,796055,3,4.74,"S","SCHELLVILLE ARPT",38.1513,-122.4493,389078,12226958
201901,133020,796055,4,4.74,"S","SCHELLVILLE ARPT",38.1515,-122.4487,389090,12226922
201901,133020,796056,1,.32,"E","KENTFIELD",37.9498,-122.5442,3756988,12232652
201901,133020,796056,2,.43,"E","KENTFIELD",37.9493,-122.5421,3756958,12232526
201901,133020,796056,3,.42,"ESE","KENTFIELD",37.9486,-122.5425,3756916,12232550
201901,133020,796056,4,.34,"E","KENTFIELD",37.9492,-122.5439,3756952,12232634
201901,133020,796057,1,1.89,"N","ALAMEDA",37.7974,-122.2709,3747844,12216254
201901,133020,796057,2,1.89,"N","ALAMEDA",37.7973,-122.271,3747838,12216260
201901,133020,796057,3,1.88,"N","ALAMEDA",37.7972,-122.2708,3747832,12216248
201901,133020,796057,4,1.89,"N","ALAMEDA",37.7973,-122.2708,3747838,12216248
201901,133020,796058,1,.86,"WSW","SAN JOSE",37.3246,-121.894,3719476,12153640
201901,133020,796058,2,.75,"WSW","SAN JOSE",37.3244,-121.8917,3719464,12153502
201901,133020,796058,3,.79,"WSW","SAN JOSE",37.3237,-121.8921,3719422,12153526
201901,133020,796058,4,.84,"WSW","SAN JOSE",37.324,-121.8932,3719440,12153592
201901,133020,796059,1,1.3,"S","PIEDMONT",37.8012,-122.2285,3748072,12213710
201901,133020,796059,2,1.28,"S","PIEDMONT",37.8015,-122.2285,3748090,12213710
201901,133020,796059,3,1.27,"S","PIEDMONT",37.8016,-122.2289,3748096,12213734
201901,133020,796059,4,1.29,"S","PIEDMONT",37.8013,-122.2289,3748078,12213734
201901,133020,796060,1,1.16,"E","MONTA VISTA",37.3227,-122.0492,3719362,1222952
201901,133020,796060,2,1.14,"E","MONTA VISTA",37.3227,-122.0495,3719362,1222970
201901,133020,796060,3,1.15,"E","MONTA VISTA",37.3229,-122.0494,3719374,1222964
201901,133020,796060,4,1.16,"E","MONTA VISTA",37.3228,-122.0492,3719368,1222952
201901,133020,796061,1,.84,"S","BAYSHORE",37.6378,-122.4009,3738268,12224054
201901,133020,796061,2,.82,"S","BAYSHORE",37.6381,-122.4008,3738286,12224048
201901,133020,796061,3,.83,"S","BAYSHORE",37.638,-122.4006,3738280,12224036
201901,133020,796061,4,.84,"S","BAYSHORE",37.6378,-122.4007,3738268,12224042
201901,133020,796062,1,1.88,"W","ALBANY",37.8998,-122.3144,3753988,12218864
201901,133020,796062,2,1.86,"W","ALBANY",37.8999,-122.3141,3753994,12218846
201901,133020,796062,3,1.86,"W","ALBANY",37.8998,-122.3141,3753988,12218846
201901,133020,796062,4,1.87,"W","ALBANY",37.8998,-122.3143,3753988,12218858
201901,133020,796063,1,1.25,"WSW","SONOMA COUNTY ARPT",38.511,-122.8401,3830660,12250406
201901,133020,796063,2,1.26,"WSW","SONOMA COUNTY ARPT",38.5111,-122.8403,3830666,12250418
201901,133020,796063,3,1.26,"WSW","SONOMA COUNTY ARPT",38.5109,-122.8403,3830654,12250418
201901,133020,796063,4,1.26,"WSW","SONOMA COUNTY ARPT",38.5109,-122.8401,3830654,12250406
201901,133020,796064,1,1.43,"NNW","SOQUEL",37.0001,-121.956,3706,12157360
201901,133020,796064,2,1.42,"NNW","SOQUEL",37,-121.9558,3700,12157348
201901,133020,796064,3,1.41,"NNW","SOQUEL",36.9999,-121.9559,3659994,12157354
201901,133020,796064,4,1.42,"NNW","SOQUEL",37,-121.956,3700,12157360
201901,133020,796065,1,1.17,"NE","ORINDA",37.8915,-122.1541,3753490,1229246
201901,133020,796065,2,1.15,"NE","ORINDA",37.8915,-122.1546,3753490,1229276
201901,133020,796065,3,1.17,"NE","ORINDA",37.8917,-122.1545,3753502,1229270
201901,133020,796065,4,1.18,"NE","ORINDA",37.8917,-122.1542,3753502,1229252
201901,133020,796095,1,3.05,"ENE","BROOKDALE",37.1199,-122.0506,377194,1223036
201901,133020,796095,2,3.04,"ENE","BROOKDALE",37.1199,-122.0507,377194,1223042
201901,133020,796095,3,3.04,"ENE","BROOKDALE",37.1198,-122.0507,377188,1223042
201901,133020,796095,4,3.05,"ENE","BROOKDALE",37.1198,-122.0506,377188,1223036
201901,133020,796096,1,.65,"ENE","RAMON VLG",37.7236,-121.939,3743416,12156340
201901,133020,796096,2,.64,"ENE","RAMON VLG",37.7238,-121.9394,3743428,12156364
201901,133020,796096,3,.65,"ENE","RAMON VLG",37.7239,-121.9391,3743434,12156346
201901,133020,796096,4,.65,"ENE","RAMON VLG",37.7237,-121.939,3743422,12156340
201901,133020,796251,1,1.11,"SSE","COTATI",38.3145,-122.6943,3818870,12241658
201901,133020,796251,2,1.12,"SSE","COTATI",38.3143,-122.6946,3818858,12241676
201901,133020,796251,3,1.13,"SSE","COTATI",38.3142,-122.6944,3818852,12241664
201901,133020,796251,4,1.13,"SSE","COTATI",38.3143,-122.6942,3818858,12241652
201901,133020,796252,1,.17,"WSW","TANFORAN",37.6295,-122.433,3737770,12225980
201901,133020,796252,2,.16,"WSW","TANFORAN",37.6293,-122.4327,3737758,12225962
201901,133020,796252,3,.14,"WSW","TANFORAN",37.6293,-122.4324,3737758,12225944
201901,133020,796252,4,.15,"WSW","TANFORAN",37.6295,-122.4326,3737770,12225956
201901,133020,796253,1,1.09,"WSW","SCHELLVILLE",38.2452,-122.4491,3814712,12226946
201901,133020,796253,2,1.1,"WSW","SCHELLVILLE",38.2451,-122.4494,3814706,12226964
201901,133020,796253,3,1.1,"WSW","SCHELLVILLE",38.245,-122.4493,3814700,12226958
201901,133020,796253,4,1.09,"WSW","SCHELLVILLE",38.245,-122.4491,3814700,12226946
201901,133020,796254,1,1.42,"SSW","RANCHO RINCONADO",37.302,-122.0325,3718120,1221950
201901,133020,796254,2,1.44,"SSW","RANCHO RINCONADO",37.3016,-122.0323,3718096,1221938
201901,133020,796254,3,1.45,"SSW","RANCHO RINCONADO",37.3017,-122.0328,3718102,1221968
201901,133020,796254,4,1.43,"SSW","RANCHO RINCONADO",37.302,-122.0329,3718120,1221974
201901,133020,796256,1,8.72,"SSE","BUTANO PARK",37.1076,-122.2913,376456,12217478
201901,133020,796257,1,1.6,"S","SANTA CRUZ",36.9569,-122.0181,3657414,1221086
201901,133020,796258,1,24.69,"NNW","STERLING PARK",38.0114,-122.7022,38684,12242132
201901,133020,796258,2,24.7,"NNW","STERLING PARK",38.0114,-122.7024,38684,12242144
201901,133020,796258,3,24.69,"NNW","STERLING PARK",38.0113,-122.7024,38678,12242144
201901,133020,796258,4,24.69,"NNW","STERLING PARK",38.0113,-122.7022,38678,12242132
201901,133020,796259,1,14.38,"NE","SALVADOR",38.4923,-122.1261,3829538,1227566
201901,133020,796259,2,14.38,"NE","SALVADOR",38.4921,-122.1259,3829526,1227554
201901,133020,796259,3,14.38,"NE","SALVADOR",38.492,-122.1259,3829520,1227554
201901,133020,796259,4,14.37,"NE","SALVADOR",38.492,-122.1261,3829520,1227566
201901,133020,796261,1,4.65,"NNE","MISSION SPGS",37.1328,-121.9993,377968,12159958
201901,133020,796261,2,4.65,"NNE","MISSION SPGS",37.1327,-121.9993,377962,12159958
201901,133020,796261,3,4.65,"NNE","MISSION SPGS",37.1326,-121.9994,377956,12159964
201901,133020,796261,4,4.65,"NNE","MISSION SPGS",37.1327,-121.9994,377962,12159964
201901,133020,796262,1,11.39,"NE","SALVADOR",38.4492,-122.1521,3826952,1229126
201901,133020,796262,2,11.4,"NE","SALVADOR",38.4492,-122.1518,3826952,1229108
201901,133020,796262,3,11.38,"NE","SALVADOR",38.4491,-122.152,3826946,1229120
201901,133020,796262,4,11.38,"NE","SALVADOR",38.4492,-122.1521,3826952,1229126
201901,133020,796263,1,1.47,"SW","LOS GATOS",37.2141,-121.9876,3712846,12159256
201901,133020,796263,2,1.48,"SW","LOS GATOS",37.214,-121.9879,3712840,12159274
201901,133020,796263,3,1.49,"SW","LOS GATOS",37.2139,-121.9879,3712834,12159274
201901,133020,796263,4,1.48,"SW","LOS GATOS",37.2139,-121.9876,3712834,12159256
201901,133020,796265,1,1.62,"WSW","SANTA CRUZ",36.9694,-122.0463,3658164,1222778
201901,133020,796265,2,1.61,"WSW","SANTA CRUZ",36.9695,-122.0462,3658170,1222772
201901,133020,796265,3,1.72,"WSW","SANTA CRUZ",36.974,-122.0502,3658440,1223012
201901,133020,796265,4,1.73,"WSW","SANTA CRUZ",36.9737,-122.0504,3658422,1223024
201901,133020,796276,1,4.83,"E","RIVERSIDE GROVE",37.1677,-122.0423,3710062,1222538
201901,133020,796276,2,4.83,"E","RIVERSIDE GROVE",37.1675,-122.0424,3710050,1222544
201901,133020,796276,3,4.84,"E","RIVERSIDE GROVE",37.1675,-122.0422,3710050,1222532
201901,133020,796276,4,4.84,"E","RIVERSIDE GROVE",37.1676,-122.0421,3710056,1222526
201901,133020,796413,1,1.43,"ENE","ROSELAND",38.4367,-122.7251,3826202,12243506
201901,133020,796413,2,1.44,"ENE","ROSELAND",38.4367,-122.7249,3826202,12243494
201901,133020,796413,3,1.44,"ENE","ROSELAND",38.4367,-122.7249,3826202,12243494
201901,133020,796413,4,1.43,"ENE","ROSELAND",38.4367,-122.725,3826202,12243500
201901,133081,796119,1,1.52,"S","KALAUPAPA",21.1779,-156.9802,2110674,15658812
201901,133081,796119,2,1.91,"NE","WAILAU-MOLOKAI",21.1201,-156.7497,217206,15644982
201901,133081,796120,1,.69,"W","PAPAALOA",19.9691,-155.2306,1958146,15513836
201901,133081,796120,2,3.9,"NNW","KAMUELA",20.0835,-155.6892,205010,15541352
201901,133122,796422,1,0,"N","VERMILION",41.42,-82.37,4125200,8222200
201901,133122,796422,2,1.61,"ENE","VERMILION",41.4286,-82.3412,4125716,8220472
201901,133122,796422,3,2.99,"ESE","VERMILION",41.3977,-82.3206,4123862,8219236
201901,133122,796422,4,2.49,"NE","AXTEL",41.3939,-82.334,4123634,8220040
201901,133122,796423,1,.68,"ENE","LAKE LINE",41.6722,-81.4372,4140332,8126232
201901,133122,796423,2,1.24,"ENE","LAKE LINE",41.6771,-81.428,4140626,8125680
201901,133122,796423,3,1.42,"SW","(LNN)WILLOUGHBY ARPT",41.6652,-81.4192,4139912,8125152
201901,133122,796423,4,1.55,"ESE","LAKE LINE",41.6606,-81.4228,4139636,8125368
201901,133122,796424,1,1.19,"NNW","BRACEVILLE",41.2459,-80.9591,4114754,8057546
201901,133122,796424,2,1.28,"S","WARREN ARPT",41.2516,-80.9279,4115096,8055674
201901,133122,796424,3,1.55,"ENE","BRACEVILLE",41.2416,-80.9244,4114496,8055464
201901,133122,796424,4,.92,"WNW","BRACEVILLE",41.2328,-80.9673,4113968,8058038
201901,133122,796425,1,0,"N","LA RUE",40.58,-83.32,4034800,8319200
201901,133122,796425,2,1.34,"SSW","LA RUE",40.5615,-83.3279,4033690,8319674
201901,133122,796425,3,.34,"W","NEW BLOOMINGTON",40.5694,-83.3864,4034164,8323184
201901,133122,796425,4,1.14,"NNW","NEW BLOOMINGTON",40.5851,-83.3887,4035106,8323322
201901,133122,796427,1,0,"N","FINDLAY",41.03,-83.65,411800,8339000
201901,133122,796427,2,.72,"SE","FINDLAY",41.0225,-83.6404,411350,8338424
201901,133122,796427,3,1.23,"ESE","FINDLAY",41.0227,-83.6285,411362,8337710
201901,133122,796427,4,.93,"NE","FINDLAY",41.0405,-83.639,412430,8338340
201901,133122,796427,5,.8,"N","FINDLAY",41.0414,-83.6481,412484,8338886
201901,133159,796692,1,.6,"E","COVE CITY",30.07,-93.72,304200,9343200
201901,133160,796693,1,2.06,"SE","SABINE",29.721,-93.8635,2943260,9351810
201901,133177,796762,1,3.33,"E","LANTON",36.52,-91.74,3631200,9144400
201901,133177,796762,2,3.74,"E","LANTON",36.5171,-91.7327,3631026,9143962
201901,133177,796762,3,3.64,"E","LANTON",36.5122,-91.7351,3630732,9144106
201901,133177,796762,4,2.96,"E","LANTON",36.5167,-91.7468,3631002,9144808
201901,133177,796931,1,1.31,"ESE","LEOTA",36.52,-92.01,3631200,92600
201901,133177,796931,2,1.15,"ESE","LEOTA",36.5225,-92.0114,3631350,92684
201901,133177,796931,3,1.09,"ESE","LEOTA",36.5214,-92.0135,3631284,92810
201901,133177,796931,4,1.27,"SE","LEOTA",36.5196,-92.0112,3631176,92672
201901,133177,796932,1,1.79,"ENE","AVA",36.96,-92.62,3657600,9237200
201901,133177,796932,2,1.61,"E","AVA",36.954,-92.6213,3657240,9237278
201901,133177,796932,3,1.36,"ENE","AVA",36.9546,-92.6261,3657276,9237566
201901,133177,796932,4,1.72,"ENE","AVA",36.9609,-92.6221,3657654,9237326
201901,133177,796933,1,2.32,"W","AVA MUNI MEML ARPT",36.9655,-92.7216,3657930,9243296
201901,133177,796933,2,2.37,"WSW","AVA MUNI MEML ARPT",36.9632,-92.722,3657792,9243320
201901,133177,796933,3,2.63,"NNE","ARNO",36.9641,-92.729,3657846,9243740
201901,133177,796933,4,2.63,"W","AVA MUNI MEML ARPT",36.9666,-92.7275,3657996,9243650
201901,133177,796934,1,2.66,"SW","POTTERSVILLE",36.67,-92.06,3640200,923600
201901,133177,796934,2,2.83,"SW","POTTERSVILLE",36.6669,-92.0601,3640014,923606
201901,133177,796934,3,2.89,"SW","POTTERSVILLE",36.6672,-92.0623,3640032,923738
201901,133177,796934,4,2.71,"SW","POTTERSVILLE",36.6702,-92.0618,3640212,923708
201901,133177,796935,1,1.19,"S","TOPAZ",36.933,-92.2238,3655980,9213428
201901,133177,796935,2,1.16,"S","TOPAZ",36.9335,-92.224,3656010,9213440
201901,133177,796935,3,1.14,"S","TOPAZ",36.9337,-92.223,3656022,9213380
201901,133177,796935,4,1.17,"S","TOPAZ",36.9332,-92.223,3655992,9213380
201901,133177,796936,1,4.84,"S","OWLS BEND",37.11,-91.2,376600,9112000
201901,133177,796936,2,5.05,"S","OWLS BEND",37.1069,-91.2015,376414,9112090
201901,133177,796936,3,4.98,"S","OWLS BEND",37.108,-91.2051,376480,9112306
201901,133177,796936,4,4.79,"S","OWLS BEND",37.1108,-91.2024,376648,9112144
201901,133177,796937,1,2.83,"ENE","ALMARTHA",36.7819,-92.4711,3646914,9228266
201901,133177,796937,2,2.67,"W","ROCKBRIDGE",36.7854,-92.4679,3647124,9228074
201901,133177,796937,3,2.78,"ENE","ALMARTHA",36.7854,-92.4737,3647124,9228422
201901,133177,796937,4,2.64,"ENE","ALMARTHA",36.781,-92.4743,3646860,9228458
201901,133177,796938,1,1.66,"WNW","MAMMOTH",36.5404,-92.427,3632424,9225620
201901,133177,796938,2,1.68,"WNW","MAMMOTH",36.5409,-92.427,3632454,9225620
201901,133177,796938,3,1.94,"WNW","MAMMOTH",36.5411,-92.432,3632466,9225920
201901,133177,796938,4,1.94,"WNW","MAMMOTH",36.5407,-92.4322,3632442,9225932
201901,133221,796939,1,.67,"SSE","BROOKLYN HGTS",37.1707,-94.3962,3710242,9423772
201901,133221,796939,2,.74,"SSE","BROOKLYN HGTS",37.1698,-94.3961,3710188,9423766
201901,133221,796939,3,.72,"SSE","BROOKLYN HGTS",37.1698,-94.3972,3710188,9423832
201901,133221,796939,4,.66,"SSE","BROOKLYN HGTS",37.1707,-94.3972,3710242,9423832
201901,133221,796940,1,.44,"WSW","MC DOWELL",36.8173,-93.7872,3649038,9347232
201901,133221,796940,2,.32,"WSW","MC DOWELL",36.8186,-93.7856,3649116,9347136
201901,133221,796940,3,.41,"W","MC DOWELL",36.82,-93.7874,3649200,9347244
201901,133221,796940,4,.53,"W","MC DOWELL",36.8188,-93.7894,3649128,9347364
201901,133221,796941,1,2.98,"NNE","STOTTS CITY",37.14,-93.95,378400,9357000
201901,133221,796941,2,2.67,"NNE","STOTTS CITY",37.1354,-93.9505,378124,9357030
201901,133221,796941,3,2.74,"NNE","STOTTS CITY",37.1352,-93.9469,378112,9356814
201901,133221,796941,4,3.06,"NNE","STOTTS CITY",37.1401,-93.9467,378406,9356802
201901,133221,796942,1,1.54,"ENE","AVA",36.9556,-92.623,3657336,9237380
201901,133221,796942,2,1.62,"ENE","AVA",36.9552,-92.6215,3657312,9237290
201901,133221,796942,3,1.65,"ENE","AVA",36.9557,-92.621,3657342,9237260
201901,133221,796942,4,1.57,"ENE","AVA",36.9565,-92.6227,3657390,9237362
201901,133221,796943,1,4.35,"NE","MANSFIELD",37.166,-92.5262,379960,9231572
201901,133221,796943,2,4.3,"NE","MANSFIELD",37.1651,-92.5262,379906,9231572
201901,133221,796943,3,4.19,"NE","MANSFIELD",37.1652,-92.5293,379912,9231758
201901,133221,796943,4,4.26,"NE","MANSFIELD",37.1662,-92.5288,379972,9231728
201901,133221,796944,1,.69,"N","MAMMOTH",36.54,-92.4,3632400,9224000
201901,133221,796944,2,.48,"N","MAMMOTH",36.537,-92.3996,3632220,9223976
201901,133221,796944,3,.55,"NNE","MAMMOTH",36.5375,-92.3967,3632250,9223802
201901,133221,796944,4,.72,"NNE","MAMMOTH",36.5403,-92.3974,3632418,9223844
201901,133221,796945,1,.88,"NE","ANN",37.04,-92.19,372400,9211400
201901,133221,796945,2,.75,"NE","ANN",37.0383,-92.1912,372298,9211472
201901,133221,796945,3,.8,"NE","ANN",37.0375,-92.189,372250,9211340
201901,133221,796945,4,.95,"NE","ANN",37.0396,-92.1876,372376,9211256
201901,133221,796946,1,2.53,"W","AVA MUNI MEML ARPT",36.9645,-92.7254,3657870,9243524
201901,133221,796946,2,2.51,"W","AVA MUNI MEML ARPT",36.9651,-92.7252,3657906,9243512
201901,133221,796946,3,2.6,"W","AVA MUNI MEML ARPT",36.9656,-92.7267,3657936,9243602
201901,133221,796946,4,2.62,"W","AVA MUNI MEML ARPT",36.9647,-92.727,3657882,9243620
201901,133222,796947,1,1.31,"ESE","LEOTA",36.52,-92.01,3631200,92600
201901,133222,796947,2,1.31,"SE","LEOTA",36.5188,-92.011,3631128,92660
201901,133222,796947,3,1.1,"ESE","LEOTA",36.5215,-92.0133,3631290,92798
201901,133222,796947,4,1.17,"ESE","LEOTA",36.5224,-92.0112,3631344,92672
201901,133222,796948,1,4.35,"NE","MANSFIELD",37.1661,-92.5261,379966,9231566
201901,133222,796948,2,4.31,"NE","MANSFIELD",37.1652,-92.5261,379912,9231566
201901,133222,796948,3,4.21,"NE","MANSFIELD",37.1652,-92.5289,379912,9231734
201901,133222,796948,4,4.27,"NE","MANSFIELD",37.1664,-92.5288,379984,9231728
201901,133222,796949,1,1.49,"SSE","OLATHE",37.01,-92.52,37600,9231200
201901,133222,796949,2,1.55,"SSE","OLATHE",37.0091,-92.5199,37546,9231194
201901,133222,796949,3,1.51,"SSE","OLATHE",37.0093,-92.5213,37558,9231278
201901,133222,796949,4,1.46,"SSE","OLATHE",37.0101,-92.521,37606,9231260
201901,133263,797298,1,.29,"NNW","BAGDAD ARPT",34.604,-113.1715,3436240,11310290
201901,133263,797298,2,1.49,"NNE","CAMP WOOD",34.82,-112.96,3449200,11257600
201901,133267,802646,1,1.08,"W","LORENZO",41.3494,-88.2408,4120964,8814448
201901,133267,802646,2,1.14,"W","LORENZO",41.3493,-88.2419,4120958,8814514
201901,133275,797346,1,.24,"NNW","PT REYES STATION",38.0734,-122.8013,384404,12248078
201901,133275,797346,2,.24,"NNW","PT REYES STATION",38.0733,-122.8015,384398,12248090
201901,133275,797346,3,.23,"NNW","PT REYES STATION",38.0732,-122.8014,384392,12248084
201901,133275,797346,4,.24,"NNW","PT REYES STATION",38.0733,-122.8012,384398,12248072
201901,133275,797348,1,2.14,"NNW","TRENTON",38.5101,-122.8593,3830606,12251558
201901,133275,797348,2,2.14,"NNW","TRENTON",38.5101,-122.859,3830606,12251540
201901,133275,797348,3,2.13,"NNW","TRENTON",38.5099,-122.8591,3830594,12251546
201901,133275,797348,4,2.13,"NNW","TRENTON",38.51,-122.8592,3830600,12251552
201901,133275,797349,1,1.59,"W","BARLOW",38.4198,-122.8994,3825188,12253964
201901,133275,797349,2,1.58,"W","BARLOW",38.4197,-122.8991,3825182,12253946
201901,133275,797349,3,1.56,"W","BARLOW",38.4199,-122.8988,3825194,12253928
201901,133275,797349,4,1.57,"W","BARLOW",38.42,-122.899,3825200,12253940
201901,133275,797350,1,7.83,"ENE","IMOLA",38.3285,-122.1395,3819710,1228370
201901,133275,797350,2,7.84,"ENE","IMOLA",38.3282,-122.1391,3819692,1228346
201901,133275,797350,3,7.83,"ENE","IMOLA",38.3281,-122.1393,3819686,1228358
201901,133275,797350,4,7.82,"ENE","IMOLA",38.3284,-122.1396,3819704,1228376
201901,133275,797351,1,2.05,"NW","LAKEVILLE",38.2244,-122.5714,3813464,12234284
201901,133275,797351,2,2.03,"NW","LAKEVILLE",38.224,-122.5716,3813440,12234296
201901,133275,797351,3,2.07,"NW","LAKEVILLE",38.2244,-122.5721,3813464,12234326
201901,133275,797351,4,2.07,"NW","LAKEVILLE",38.2245,-122.5718,3813470,12234308
201901,133275,797352,1,3.01,"WNW","AROMAS",36.8975,-121.6798,3653850,12140788
201901,133275,797352,2,2.98,"WNW","AROMAS",36.897,-121.6796,3653820,12140776
201901,133275,797352,3,3.03,"WNW","AROMAS",36.8972,-121.6804,3653832,12140824
201901,133275,797352,4,3.04,"WNW","AROMAS",36.8975,-121.6804,3653850,12140824
201901,133275,797353,1,.55,"E","SAN LORENZO",37.2,-122.14,3712000,1228400
201901,133275,797354,1,2.2,"E","SCHELLVILLE",38.2526,-122.3895,3815156,12223370
201901,133275,797354,2,2.23,"E","SCHELLVILLE",38.252,-122.3891,3815120,12223346
201901,133275,797354,3,2.26,"E","SCHELLVILLE",38.2522,-122.3885,3815132,12223310
201901,133275,797354,4,2.23,"E","SCHELLVILLE",38.2526,-122.389,3815156,12223340
201901,133275,797355,1,.28,"E","PRESTON",38.8299,-123.0148,3849794,123888
201901,133275,797355,2,.31,"E","PRESTON",38.8299,-123.0142,3849794,123852
201901,132635,793648,2,1.22,"W","FALCON",37.777,-83.0221,3746620,831326
201901,132635,793648,3,.5,"NW","FALCON",37.7851,-83.0064,3747106,83384
201901,132635,793648,4,.71,"NW","FALCON",37.7876,-83.0086,3747256,83516
201901,132635,793652,1,0,"N","STRAWBERRY",37.07,-84.53,374200,8431800
201901,132635,793652,2,.19,"W","RUTH",37.0695,-84.5234,374170,8431404
201901,132635,793652,3,.25,"WNW","RUTH",37.0712,-84.5243,374272,8431458
201901,132635,793652,4,.2,"ENE","STRAWBERRY",37.0714,-84.5268,374284,8431608
201901,132635,794509,1,1.04,"ESE","ROSSLYN",37.8446,-83.8022,3750676,8348132
201901,132635,794509,2,1.22,"WSW","BOWEN",37.8424,-83.7902,3750544,8347412
201901,132641,803181,1,3,"SSE","SAMSON",31.0698,-86.0207,314188,861242
201901,132641,803182,1,1.77,"W","MABSON",31.46,-85.59,3127600,8535400
201901,132642,793708,1,0,"N","PANAMA CITY",30.17,-85.66,3010200,8539600
